timestamp,bus,can_id,payload
1780065242.900537,vcan0,602,7F000000
1780065242.916483,vcan0,603,00
1780065242.916507,vcan0,604,00
1780065242.916524,vcan0,607,01000000
1780065243.012463,vcan0,600,00000000
1780065243.012486,vcan0,601,00000000
1780065243.012502,vcan0,602,7F000000
1780065243.106938,vcan0,607,FFFFFFFF
1780065243.123470,vcan0,600,00000000
1780065243.123495,vcan0,601,00000000
1780065243.123511,vcan0,602,7F000000
1780065243.123525,vcan0,603,00
1780065243.123538,vcan0,604,00
1780065243.123552,vcan0,607,01000000
1780065243.157121,vcan0,607,FFFFFFFF
1780065243.207315,vcan0,607,FFFFFFFF
1780065243.235496,vcan0,600,00000000
1780065243.235531,vcan0,601,00000000
1780065243.235557,vcan0,602,7F000000
1780065243.251468,vcan0,606,00
1780065243.257479,vcan0,607,FFFFFFFF
1780065243.307772,vcan0,607,FFFFFFFF
1780065243.331463,vcan0,603,00
1780065243.331487,vcan0,604,00
1780065243.331503,vcan0,607,01000000
1780065243.347456,vcan0,600,00000000
1780065243.347477,vcan0,601,00000000
1780065243.347490,vcan0,602,7F000000
1780065243.358006,vcan0,607,FFFFFFFF
1780065243.408364,vcan0,607,FFFFFFFF
1780065243.458650,vcan0,607,FFFFFFFF
1780065243.459457,vcan0,600,00000000
1780065243.459479,vcan0,601,00000000
1780065243.459494,vcan0,602,7F000000
1780065243.508831,vcan0,607,FFFFFFFF
1780065243.539465,vcan0,603,00
1780065243.539492,vcan0,604,00
1780065243.539509,vcan0,607,01000000
1780065243.558997,vcan0,607,FFFFFFFF
1780065243.571478,vcan0,600,00000000
1780065243.571503,vcan0,601,00000000
1780065243.571519,vcan0,602,7F000000
1780065243.609168,vcan0,607,FFFFFFFF
1780065243.659469,vcan0,607,FFFFFFFF
1780065243.683459,vcan0,600,00000000
1780065243.683489,vcan0,601,00000000
1780065243.683505,vcan0,602,7F000000
1780065243.709653,vcan0,607,FFFFFFFF
1780065243.748455,vcan0,603,00
1780065243.748481,vcan0,604,00
1780065243.748497,vcan0,607,01000000
1780065243.759826,vcan0,607,FFFFFFFF
1780065243.764453,vcan0,606,00
1780065243.796482,vcan0,600,00000000
1780065243.796510,vcan0,601,00000000
1780065243.796529,vcan0,602,7F000000
1780065243.809980,vcan0,607,FFFFFFFF
1780065243.860245,vcan0,607,FFFFFFFF
1780065243.908489,vcan0,600,00000000
1780065243.908517,vcan0,601,00000000
1780065243.908534,vcan0,602,7F000000
1780065243.910469,vcan0,607,FFFFFFFF
1780065243.956456,vcan0,603,00
1780065243.956481,vcan0,604,00
1780065243.956498,vcan0,607,01000000
1780065243.960626,vcan0,607,FFFFFFFF
1780065244.010840,vcan0,607,FFFFFFFF
1780065244.019501,vcan0,600,00000000
1780065244.019532,vcan0,601,00000000
1780065244.019548,vcan0,602,7F000000
1780065244.061099,vcan0,607,FFFFFFFF
1780065244.111278,vcan0,607,FFFFFFFF
1780065244.131463,vcan0,600,00000000
1780065244.131491,vcan0,601,00000000
1780065244.131509,vcan0,602,7F000000
1780065244.161559,vcan0,607,FFFFFFFF
1780065244.163450,vcan0,603,00
1780065244.163470,vcan0,604,00
1780065244.163486,vcan0,607,01000000
1780065244.211764,vcan0,607,FFFFFFFF
1780065244.243466,vcan0,600,00000000
1780065244.243496,vcan0,601,00000000
1780065244.243511,vcan0,602,7F000000
1780065244.261932,vcan0,607,FFFFFFFF
1780065244.275448,vcan0,606,00
1780065244.312213,vcan0,607,FFFFFFFF
1780065244.355455,vcan0,600,00000000
1780065244.355485,vcan0,601,00000000
1780065244.355502,vcan0,602,7F000000
1780065244.362487,vcan0,607,FFFFFFFF
1780065244.371476,vcan0,603,00
1780065244.371500,vcan0,604,00
1780065244.371518,vcan0,607,01000000
1780065244.412679,vcan0,607,FFFFFFFF
1780065244.462967,vcan0,607,FFFFFFFF
1780065244.467441,vcan0,600,00000000
1780065244.467465,vcan0,601,00000000
1780065244.467480,vcan0,602,7F000000
1780065244.513283,vcan0,607,FFFFFFFF
1780065244.563569,vcan0,607,FFFFFFFF
1780065244.579449,vcan0,600,00000000
1780065244.579477,vcan0,601,00000000
1780065244.579494,vcan0,602,7F000000
1780065244.579512,vcan0,603,00
1780065244.579527,vcan0,604,00
1780065244.579540,vcan0,607,01000000
1780065244.613793,vcan0,607,FFFFFFFF
1780065244.663996,vcan0,607,FFFFFFFF
1780065244.691512,vcan0,600,19000000
1780065244.691542,vcan0,601,00000000
1780065244.691560,vcan0,602,7F000000
1780065244.714192,vcan0,607,FFFFFFFF
1780065244.764455,vcan0,607,FFFFFFFF
1780065244.788447,vcan0,603,00
1780065244.788474,vcan0,604,00
1780065244.788491,vcan0,606,00
1780065244.788506,vcan0,607,01000000
1780065244.804442,vcan0,600,CC000000
1780065244.804464,vcan0,601,00000000
1780065244.804479,vcan0,602,7F000000
1780065244.814758,vcan0,607,FFFFFFFF
1780065244.864925,vcan0,607,FFFFFFFF
1780065244.915082,vcan0,607,FFFFFFFF
1780065244.916459,vcan0,600,FF000000
1780065244.916485,vcan0,601,00000000
1780065244.916501,vcan0,602,7F000000
1780065244.965318,vcan0,607,FFFFFFFF
1780065244.996456,vcan0,603,00
1780065244.996485,vcan0,604,00
1780065244.996502,vcan0,607,01000000
1780065245.015597,vcan0,607,FFFFFFFF
1780065245.027439,vcan0,600,FF000000
1780065245.027463,vcan0,601,00000000
1780065245.027477,vcan0,602,7F000000
1780065245.065879,vcan0,607,FFFFFFFF
1780065245.116060,vcan0,607,FFFFFFFF
1780065245.139495,vcan0,600,FF000000
1780065245.139550,vcan0,601,00000000
1780065245.139569,vcan0,602,7F000000
1780065245.166284,vcan0,607,FFFFFFFF
1780065245.203442,vcan0,603,00
1780065245.203470,vcan0,604,00
1780065245.203487,vcan0,607,01000000
1780065245.216427,vcan0,607,FFFFFFFF
1780065245.251466,vcan0,600,FF000000
1780065245.251490,vcan0,601,00000000
1780065245.251505,vcan0,602,7F000000
1780065245.266611,vcan0,607,FFFFFFFF
1780065245.299455,vcan0,606,00
1780065245.316759,vcan0,607,FFFFFFFF
1780065245.363466,vcan0,600,FF000000
1780065245.363496,vcan0,601,00000000
1780065245.363512,vcan0,602,7F000000
1780065245.366907,vcan0,607,FFFFFFFF
1780065245.411453,vcan0,603,00
1780065245.411479,vcan0,604,00
1780065245.411495,vcan0,607,01000000
1780065245.417094,vcan0,607,FFFFFFFF
1780065245.467254,vcan0,607,FFFFFFFF
1780065245.475436,vcan0,600,FF000000
1780065245.475458,vcan0,601,00000000
1780065245.475473,vcan0,602,7F000000
1780065245.517460,vcan0,607,FFFFFFFF
1780065245.567794,vcan0,607,FFFFFFFF
1780065245.587479,vcan0,600,FF000000
1780065245.587511,vcan0,601,00000000
1780065245.587527,vcan0,602,7F000000
1780065245.618008,vcan0,607,FFFFFFFF
1780065245.619479,vcan0,603,00
1780065245.619504,vcan0,604,00
1780065245.619524,vcan0,607,01000000
1780065245.668207,vcan0,607,FFFFFFFF
1780065245.700471,vcan0,600,FF000000
1780065245.700502,vcan0,601,00000000
1780065245.700519,vcan0,602,7F000000
1780065245.718465,vcan0,607,FFFFFFFF
1780065245.768657,vcan0,607,FFFFFFFF
1780065245.812446,vcan0,600,FF000000
1780065245.812476,vcan0,601,00000000
1780065245.812493,vcan0,602,7F000000
1780065245.812509,vcan0,606,00
1780065245.818879,vcan0,607,FFFFFFFF
1780065245.828455,vcan0,603,00
1780065245.828480,vcan0,604,00
1780065245.828497,vcan0,607,01000000
1780065245.869068,vcan0,607,FFFFFFFF
1780065245.919285,vcan0,607,FFFFFFFF
1780065245.924443,vcan0,600,FF000000
1780065245.924471,vcan0,601,00000000
1780065245.924488,vcan0,602,7F000000
1780065245.969465,vcan0,607,FFFFFFFF
1780065246.019648,vcan0,607,FFFFFFFF
1780065246.035456,vcan0,600,FF000000
1780065246.035486,vcan0,601,00000000
1780065246.035502,vcan0,602,7F000000
1780065246.035516,vcan0,603,00
1780065246.035530,vcan0,604,00
1780065246.035545,vcan0,607,01000000
1780065246.069825,vcan0,607,FFFFFFFF
1780065246.120033,vcan0,607,FFFFFFFF
1780065246.147464,vcan0,600,FF000000
1780065246.147498,vcan0,601,00000000
1780065246.147515,vcan0,602,7F000000
1780065246.170225,vcan0,607,FFFFFFFF
1780065246.220430,vcan0,607,FFFFFFFF
1780065246.243472,vcan0,603,00
1780065246.243502,vcan0,604,00
1780065246.243520,vcan0,607,01000000
1780065246.259432,vcan0,600,FF000000
1780065246.259454,vcan0,601,00000000
1780065246.259469,vcan0,602,7F000000
1780065246.270622,vcan0,607,FFFFFFFF
1780065246.320788,vcan0,607,FFFFFFFF
1780065246.323436,vcan0,606,00
1780065246.370976,vcan0,607,FFFFFFFF
1780065246.371473,vcan0,600,FF000000
1780065246.371508,vcan0,601,00000000
1780065246.371527,vcan0,602,7F000000
1780065246.421193,vcan0,607,FFFFFFFF
1780065246.451472,vcan0,603,00
1780065246.451503,vcan0,604,00
1780065246.451522,vcan0,607,01000000
1780065246.471391,vcan0,607,FFFFFFFF
1780065246.483455,vcan0,600,FF000000
1780065246.483479,vcan0,601,00000000
1780065246.483494,vcan0,602,7F000000
1780065246.521733,vcan0,607,FFFFFFFF
1780065246.571916,vcan0,607,FFFFFFFF
1780065246.595429,vcan0,600,FF000000
1780065246.595459,vcan0,601,00000000
1780065246.595477,vcan0,602,7F000000
1780065246.622214,vcan0,607,FFFFFFFF
1780065246.659430,vcan0,603,00
1780065246.659456,vcan0,604,00
1780065246.659472,vcan0,607,01000000
1780065246.672456,vcan0,607,FFFFFFFF
1780065246.708429,vcan0,600,FF000000
1780065246.708454,vcan0,601,00000000
1780065246.708469,vcan0,602,8C000000
1780065246.722812,vcan0,607,FFFFFFFF
1780065246.772966,vcan0,607,FFFFFFFF
1780065246.820436,vcan0,600,00000000
1780065246.820466,vcan0,601,00000000
1780065246.820483,vcan0,602,7F000000
1780065246.823140,vcan0,607,FFFFFFFF
1780065246.836447,vcan0,606,00
1780065246.868459,vcan0,603,00
1780065246.868484,vcan0,604,00
1780065246.868502,vcan0,607,01000000
1780065246.873407,vcan0,607,FFFFFFFF
1780065246.923679,vcan0,607,FFFFFFFF
1780065246.932420,vcan0,600,00000000
1780065246.932444,vcan0,601,00000000
1780065246.932461,vcan0,602,7F000000
1780065246.973839,vcan0,607,FFFFFFFF
1780065247.024004,vcan0,607,FFFFFFFF
1780065247.043433,vcan0,600,00000000
1780065247.043462,vcan0,601,00000000
1780065247.043479,vcan0,602,7F000000
1780065247.074115,vcan0,607,FFFFFFFF
1780065247.075437,vcan0,603,00
1780065247.075460,vcan0,604,00
1780065247.075477,vcan0,607,01000000
1780065247.124308,vcan0,607,FFFFFFFF
1780065247.155422,vcan0,600,00000000
1780065247.155448,vcan0,601,00000000
1780065247.155463,vcan0,602,7F000000
1780065247.174580,vcan0,607,FFFFFFFF
1780065247.224741,vcan0,607,FFFFFFFF
1780065247.267457,vcan0,600,00000000
1780065247.267493,vcan0,601,00000000
1780065247.267511,vcan0,602,8C000000
1780065247.274906,vcan0,607,FFFFFFFF
1780065247.283422,vcan0,603,00
1780065247.283442,vcan0,604,00
1780065247.283462,vcan0,607,01000000
1780065247.325185,vcan0,607,FFFFFFFF
1780065247.347420,vcan0,606,00
1780065247.375452,vcan0,607,FFFFFFFF
1780065247.379409,vcan0,600,00000000
1780065247.379432,vcan0,601,00000000
1780065247.379447,vcan0,602,8C000000
1780065247.425655,vcan0,607,FFFFFFFF
1780065247.475814,vcan0,607,FFFFFFFF
1780065247.491415,vcan0,600,00000000
1780065247.491441,vcan0,601,00000000
1780065247.491456,vcan0,602,7F000000
1780065247.491472,vcan0,603,00
1780065247.491486,vcan0,604,00
1780065247.491499,vcan0,607,01000000
1780065247.525973,vcan0,607,FFFFFFFF
1780065247.576176,vcan0,607,FFFFFFFF
1780065247.603422,vcan0,600,99000000
1780065247.603450,vcan0,601,00000000
1780065247.603466,vcan0,602,7F000000
1780065247.626460,vcan0,607,FFFFFFFF
1780065247.676745,vcan0,607,FFFFFFFF
1780065247.700442,vcan0,603,00
1780065247.700472,vcan0,604,00
1780065247.700490,vcan0,607,01000000
1780065247.716422,vcan0,600,FF000000
1780065247.716449,vcan0,601,00000000
1780065247.716466,vcan0,602,7F000000
1780065247.727017,vcan0,607,FFFFFFFF
1780065247.777276,vcan0,607,FFFFFFFF
1780065247.827434,vcan0,607,FFFFFFFF
1780065247.828417,vcan0,600,FF000000
1780065247.828440,vcan0,601,00000000
1780065247.828458,vcan0,602,8C000000
1780065247.860439,vcan0,606,00
1780065247.877714,vcan0,607,FFFFFFFF
1780065247.908415,vcan0,603,00
1780065247.908443,vcan0,604,00
1780065247.908459,vcan0,607,01000000
1780065247.927904,vcan0,607,FFFFFFFF
1780065247.940423,vcan0,600,FF000000
1780065247.940448,vcan0,601,00000000
1780065247.940464,vcan0,602,7F000000
1780065247.978098,vcan0,607,FFFFFFFF
1780065248.028378,vcan0,607,FFFFFFFF
1780065248.051427,vcan0,600,FF000000
1780065248.051456,vcan0,601,00000000
1780065248.051472,vcan0,602,7F000000
1780065248.078659,vcan0,607,FFFFFFFF
1780065248.115449,vcan0,603,00
1780065248.115480,vcan0,604,00
1780065248.115498,vcan0,607,01000000
1780065248.128810,vcan0,607,FFFFFFFF
1780065248.163419,vcan0,600,FF000000
1780065248.163448,vcan0,601,00000000
1780065248.163464,vcan0,602,7F000000
1780065248.179062,vcan0,607,FFFFFFFF
1780065248.229262,vcan0,607,FFFFFFFF
1780065248.275413,vcan0,600,FF000000
1780065248.275441,vcan0,601,00000000
1780065248.275456,vcan0,602,7F000000
1780065248.279539,vcan0,607,FFFFFFFF
1780065248.323407,vcan0,603,00
1780065248.323434,vcan0,604,00
1780065248.323453,vcan0,607,01000000
1780065248.329766,vcan0,607,FFFFFFFF
1780065248.371410,vcan0,606,00
1780065248.380061,vcan0,607,FFFFFFFF
1780065248.387434,vcan0,600,FF000000
1780065248.387459,vcan0,601,00000000
1780065248.387474,vcan0,602,7F000000
1780065248.430334,vcan0,607,FFFFFFFF
1780065248.480636,vcan0,607,FFFFFFFF
1780065248.499441,vcan0,600,FF000000
1780065248.499474,vcan0,601,00000000
1780065248.499492,vcan0,602,7F000000
1780065248.530808,vcan0,607,FFFFFFFF
1780065248.531401,vcan0,603,00
1780065248.531421,vcan0,604,00
1780065248.531437,vcan0,607,01000000
1780065248.581082,vcan0,607,FFFFFFFF
1780065248.611412,vcan0,600,FF000000
1780065248.611443,vcan0,601,00000000
1780065248.611459,vcan0,602,72000000
1780065248.631282,vcan0,607,FFFFFFFF
1780065248.681557,vcan0,607,FFFFFFFF
1780065248.724422,vcan0,600,FF000000
1780065248.724454,vcan0,601,00000000
1780065248.724470,vcan0,602,7F000000
1780065248.731787,vcan0,607,FFFFFFFF
1780065248.740409,vcan0,603,00
1780065248.740432,vcan0,604,00
1780065248.740448,vcan0,607,01000000
1780065248.781943,vcan0,607,FFFFFFFF
1780065248.832212,vcan0,607,FFFFFFFF
1780065248.836409,vcan0,600,FF000000
1780065248.836435,vcan0,601,00000000
1780065248.836450,vcan0,602,7F000000
1780065248.882369,vcan0,607,FFFFFFFF
1780065248.884409,vcan0,606,00
1780065248.932641,vcan0,607,FFFFFFFF
1780065248.948418,vcan0,600,FF000000
1780065248.948446,vcan0,601,00000000
1780065248.948461,vcan0,602,7F000000
1780065248.948476,vcan0,603,00
1780065248.948489,vcan0,604,00
1780065248.948501,vcan0,607,01000000
1780065248.982920,vcan0,607,FFFFFFFF
1780065249.033208,vcan0,607,FFFFFFFF
1780065249.059403,vcan0,600,FF000000
1780065249.059432,vcan0,601,00000000
1780065249.059446,vcan0,602,7F000000
1780065249.083488,vcan0,607,FFFFFFFF
1780065249.133818,vcan0,607,FFFFFFFF
1780065249.155439,vcan0,603,00
1780065249.155472,vcan0,604,00
1780065249.155491,vcan0,607,01000000
1780065249.171420,vcan0,600,FF000000
1780065249.171444,vcan0,601,00000000
1780065249.171460,vcan0,602,7F000000
1780065249.184483,vcan0,607,FFFFFFFF
1780065249.234801,vcan0,607,FFFFFFFF
1780065249.283422,vcan0,600,FF000000
1780065249.283450,vcan0,601,00000000
1780065249.283465,vcan0,602,7F000000
1780065249.284978,vcan0,607,FFFFFFFF
1780065249.335175,vcan0,607,FFFFFFFF
1780065249.363431,vcan0,603,00
1780065249.363463,vcan0,604,00
1780065249.363484,vcan0,607,01000000
1780065249.385341,vcan0,607,FFFFFFFF
1780065249.395410,vcan0,600,FF000000
1780065249.395435,vcan0,601,00000000
1780065249.395449,vcan0,602,7F000000
1780065249.395464,vcan0,606,00
1780065249.435572,vcan0,607,FFFFFFFF
1780065249.485796,vcan0,607,FFFFFFFF
1780065249.507404,vcan0,600,FF000000
1780065249.507433,vcan0,601,00000000
1780065249.507450,vcan0,602,7F000000
1780065249.536009,vcan0,607,FFFFFFFF
1780065249.571400,vcan0,603,00
1780065249.571427,vcan0,604,00
1780065249.571443,vcan0,607,01000000
1780065249.586173,vcan0,607,FFFFFFFF
1780065249.619411,vcan0,600,FF000000
1780065249.619438,vcan0,601,00000000
1780065249.619454,vcan0,602,7F000000
1780065249.636324,vcan0,607,FFFFFFFF
1780065249.686607,vcan0,607,FFFFFFFF
1780065249.732398,vcan0,600,FF000000
1780065249.732423,vcan0,601,00000000
1780065249.732438,vcan0,602,7F000000
1780065249.736763,vcan0,607,FFFFFFFF
1780065249.780423,vcan0,603,00
1780065249.780448,vcan0,604,00
1780065249.780464,vcan0,607,01000000
1780065249.786961,vcan0,607,FFFFFFFF
1780065249.837187,vcan0,607,FFFFFFFF
1780065249.844486,vcan0,600,FF000000
1780065249.844523,vcan0,601,00000000
1780065249.844541,vcan0,602,7F000000
1780065249.887384,vcan0,607,FFFFFFFF
1780065249.908393,vcan0,606,00
1780065249.937660,vcan0,607,FFFFFFFF
1780065249.956415,vcan0,600,FF000000
1780065249.956443,vcan0,601,00000000
1780065249.956458,vcan0,602,7F000000
1780065249.987814,vcan0,607,FFFFFFFF
1780065249.988402,vcan0,603,00
1780065249.988427,vcan0,604,00
1780065249.988443,vcan0,607,01000000
1780065250.038003,vcan0,607,FFFFFFFF
1780065250.067391,vcan0,600,FF000000
1780065250.067419,vcan0,601,00000000
1780065250.067433,vcan0,602,7F000000
1780065250.088186,vcan0,607,FFFFFFFF
1780065250.138386,vcan0,607,FFFFFFFF
1780065250.179408,vcan0,600,FF000000
1780065250.179436,vcan0,601,00000000
1780065250.179450,vcan0,602,7F000000
1780065250.188655,vcan0,607,FFFFFFFF
1780065250.195379,vcan0,603,00
1780065250.195397,vcan0,604,00
1780065250.195411,vcan0,607,01000000
1780065250.238919,vcan0,607,FFFFFFFF
1780065250.289092,vcan0,607,FFFFFFFF
1780065250.291409,vcan0,600,FF000000
1780065250.291432,vcan0,601,00000000
1780065250.291447,vcan0,602,8C000000
1780065250.339293,vcan0,607,FFFFFFFF
1780065250.389483,vcan0,607,FFFFFFFF
1780065250.403429,vcan0,600,FF000000
1780065250.403460,vcan0,601,00000000
1780065250.403477,vcan0,602,7F000000
1780065250.403492,vcan0,603,00
1780065250.403506,vcan0,604,00
1780065250.403521,vcan0,607,01000000
1780065250.419399,vcan0,606,00
1780065250.439715,vcan0,607,FFFFFFFF
1780065250.490013,vcan0,607,FFFFFFFF
1780065250.515418,vcan0,600,FF000000
1780065250.515446,vcan0,601,00000000
1780065250.515462,vcan0,602,7F000000
1780065250.540214,vcan0,607,FFFFFFFF
1780065250.590512,vcan0,607,FFFFFFFF
1780065250.611384,vcan0,603,00
1780065250.611409,vcan0,604,00
1780065250.611424,vcan0,607,01000000
1780065250.627407,vcan0,600,FF000000
1780065250.627431,vcan0,601,00000000
1780065250.627445,vcan0,602,7F000000
1780065250.640684,vcan0,607,FFFFFFFF
1780065250.690944,vcan0,607,FFFFFFFF
1780065250.740392,vcan0,600,FF000000
1780065250.740419,vcan0,601,00000000
1780065250.740434,vcan0,602,7F000000
1780065250.741102,vcan0,607,FFFFFFFF
1780065250.791294,vcan0,607,FFFFFFFF
1780065250.820399,vcan0,603,00
1780065250.820422,vcan0,604,00
1780065250.820438,vcan0,607,01000000
1780065250.841596,vcan0,607,FFFFFFFF
1780065250.852413,vcan0,600,FF000000
1780065250.852439,vcan0,601,00000000
1780065250.852454,vcan0,602,7F000000
1780065250.891775,vcan0,607,FFFFFFFF
1780065250.932438,vcan0,606,00
1780065250.941980,vcan0,607,FFFFFFFF
1780065250.964387,vcan0,600,FF000000
1780065250.964411,vcan0,601,00000000
1780065250.964425,vcan0,602,7F000000
1780065250.992253,vcan0,607,FFFFFFFF
1780065251.027388,vcan0,603,00
1780065251.027411,vcan0,604,00
1780065251.027428,vcan0,607,01000000
1780065251.042524,vcan0,607,FFFFFFFF
1780065251.075384,vcan0,600,00000000
1780065251.075409,vcan0,601,00000000
1780065251.075425,vcan0,602,7F000000
1780065251.092802,vcan0,607,FFFFFFFF
1780065251.143002,vcan0,607,FFFFFFFF
1780065251.187395,vcan0,600,00000000
1780065251.187422,vcan0,601,00000000
1780065251.187437,vcan0,602,7F000000
1780065251.193158,vcan0,607,FFFFFFFF
1780065251.235403,vcan0,603,00
1780065251.235429,vcan0,604,00
1780065251.235446,vcan0,607,01000000
1780065251.243345,vcan0,607,FFFFFFFF
1780065251.293630,vcan0,607,FFFFFFFF
1780065251.299383,vcan0,600,00000000
1780065251.299407,vcan0,601,00000000
1780065251.299422,vcan0,602,7F000000
1780065251.343957,vcan0,607,FFFFFFFF
1780065251.394288,vcan0,607,FFFFFFFF
1780065251.411382,vcan0,600,00000000
1780065251.411407,vcan0,601,00000000
1780065251.411422,vcan0,602,72000000
1780065251.443380,vcan0,603,00
1780065251.443404,vcan0,604,00
1780065251.443418,vcan0,606,00
1780065251.443431,vcan0,607,01000000
1780065251.444501,vcan0,607,FFFFFFFF
1780065251.494697,vcan0,607,FFFFFFFF
1780065251.523393,vcan0,600,00000000
1780065251.523424,vcan0,601,00000000
1780065251.523440,vcan0,602,7F000000
1780065251.544845,vcan0,607,FFFFFFFF
1780065251.595029,vcan0,607,FFFFFFFF
1780065251.635393,vcan0,600,00000000
1780065251.635423,vcan0,601,00000000
1780065251.635441,vcan0,602,7F000000
1780065251.645305,vcan0,607,FFFFFFFF
1780065251.651375,vcan0,603,00
1780065251.651397,vcan0,604,00
1780065251.651413,vcan0,607,01000000
