scenario,can_id,period_seconds,period_ms
normal,600,0.11194014549255371,111.94014549255371
normal,600,0.11199688911437988,111.99688911437988
normal,600,0.11199808120727539,111.99808120727539
normal,600,0.11201286315917969,112.01286315917969
normal,600,0.11298513412475586,112.98513412475586
normal,600,0.11200499534606934,112.00499534606934
normal,600,0.11097502708435059,110.97502708435059
normal,600,0.11200785636901855,112.00785636901855
normal,600,0.11199498176574707,111.99498176574707
normal,600,0.11201810836791992,112.01810836791992
normal,600,0.11198902130126953,111.98902130126953
normal,600,0.11201095581054688,112.01095581054688
normal,600,0.11197400093078613,111.97400093078613
normal,600,0.11300301551818848,113.00301551818848
normal,600,0.1120309829711914,112.0309829711914
normal,600,0.11098909378051758,110.98909378051758
normal,600,0.1120598316192627,112.0598316192627
normal,600,0.1119229793548584,111.9229793548584
normal,600,0.11200499534606934,112.00499534606934
normal,600,0.11199212074279785,111.99212074279785
normal,600,0.1120460033416748,112.0460033416748
normal,600,0.11199092864990234,111.99092864990234
normal,600,0.11295294761657715,112.95294761657715
normal,600,0.11205101013183594,112.05101013183594
normal,600,0.11095404624938965,110.95404624938965
normal,600,0.11200594902038574,112.00594902038574
normal,600,0.11198806762695312,111.98806762695312
normal,600,0.1119990348815918,111.9990348815918
normal,600,0.11201906204223633,112.01906204223633
normal,600,0.11205005645751953,112.05005645751953
normal,600,0.11197185516357422,111.97185516357422
normal,600,0.11297893524169922,112.97893524169922
normal,600,0.11196708679199219,111.96708679199219
normal,600,0.11102294921875,111.02294921875
normal,600,0.11200594902038574,112.00594902038574
normal,600,0.11199808120727539,111.99808120727539
normal,600,0.11199498176574707,111.99498176574707
normal,600,0.11200213432312012,112.00213432312012
normal,600,0.11198091506958008,111.98091506958008
normal,600,0.11201691627502441,112.01691627502441
normal,600,0.11301517486572266,113.01517486572266
normal,600,0.11195802688598633,111.95802688598633
normal,600,0.11101078987121582,111.01078987121582
normal,600,0.11202597618103027,112.02597618103027
normal,600,0.11197304725646973,111.97304725646973
normal,600,0.11203408241271973,112.03408241271973
normal,600,0.1120450496673584,112.0450496673584
normal,600,0.1120760440826416,112.0760440826416
normal,600,0.11186480522155762,111.86480522155762
normal,600,0.11295604705810547,112.95604705810547
normal,600,0.1120150089263916,112.0150089263916
normal,600,0.11098909378051758,110.98909378051758
normal,600,0.1119990348815918,111.9990348815918
normal,600,0.11201596260070801,112.01596260070801
normal,600,0.1119990348815918,111.9990348815918
normal,600,0.11203885078430176,112.03885078430176
normal,600,0.11197304725646973,111.97304725646973
normal,600,0.11198997497558594,111.98997497558594
normal,600,0.11302399635314941,113.02399635314941
normal,600,0.11197805404663086,111.97805404663086
normal,600,0.11098694801330566,110.98694801330566
normal,600,0.11202502250671387,112.02502250671387
normal,600,0.11196112632751465,111.96112632751465
normal,600,0.11199498176574707,111.99498176574707
normal,600,0.11204195022583008,112.04195022583008
normal,600,0.11196184158325195,111.96184158325195
normal,600,0.1119990348815918,111.9990348815918
normal,600,0.11303496360778809,113.03496360778809
normal,600,0.11202621459960938,112.02621459960938
normal,600,0.11100482940673828,111.00482940673828
normal,600,0.11195015907287598,111.95015907287598
normal,600,0.11197900772094727,111.97900772094727
normal,600,0.11202001571655273,112.02001571655273
normal,600,0.11197495460510254,111.97495460510254
normal,600,0.11199593544006348,111.99593544006348
normal,600,0.11202001571655273,112.02001571655273
normal,600,0.1130368709564209,113.0368709564209
normal,600,0.1119680404663086,111.9680404663086
normal,600,0.11098718643188477,110.98718643188477
normal,600,0.11197876930236816,111.97876930236816
normal,600,0.1119990348815918,111.9990348815918
normal,600,0.11201906204223633,112.01906204223633
normal,600,0.11201596260070801,112.01596260070801
normal,600,0.11196112632751465,111.96112632751465
normal,600,0.1120138168334961,112.0138168334961
normal,600,0.11302614212036133,113.02614212036133
normal,600,0.1109628677368164,110.9628677368164
normal,600,0.11202406883239746,112.02406883239746
normal,600,0.11201214790344238,112.01214790344238
normal,600,0.11195182800292969,111.95182800292969
normal,600,0.11202001571655273,112.02001571655273
normal,600,0.11197209358215332,111.97209358215332
normal,600,0.11204886436462402,112.04886436462402
normal,600,0.11195707321166992,111.95707321166992
normal,600,0.11304497718811035,113.04497718811035
normal,600,0.11095404624938965,110.95404624938965
normal,600,0.11199307441711426,111.99307441711426
normal,600,0.1119840145111084,111.9840145111084
normal,600,0.11203193664550781,112.03193664550781
normal,600,0.11197590827941895,111.97590827941895
normal,600,0.11201715469360352,112.01715469360352
normal,600,0.11201691627502441,112.01691627502441
normal,600,0.11200189590454102,112.00189590454102
normal,600,0.11307811737060547,113.07811737060547
normal,600,0.11088895797729492,110.88895797729492
normal,600,0.11199498176574707,111.99498176574707
normal,600,0.11205291748046875,112.05291748046875
normal,600,0.11198115348815918,111.98115348815918
normal,600,0.11203193664550781,112.03193664550781
normal,600,0.11191892623901367,111.91892623901367
normal,600,0.11202716827392578,112.02716827392578
normal,600,0.1129770278930664,112.9770278930664
normal,600,0.11199283599853516,111.99283599853516
normal,600,0.11103701591491699,111.03701591491699
normal,600,0.11197113990783691,111.97113990783691
normal,600,0.11200189590454102,112.00189590454102
normal,600,0.11199307441711426,111.99307441711426
normal,600,0.11200284957885742,112.00284957885742
normal,600,0.112030029296875,112.030029296875
normal,600,0.11196494102478027,111.96494102478027
normal,600,0.11299514770507812,112.99514770507812
normal,600,0.1119999885559082,111.9999885559082
normal,600,0.11099600791931152,110.99600791931152
normal,600,0.1120140552520752,112.0140552520752
normal,600,0.11201691627502441,112.01691627502441
normal,600,0.11197400093078613,111.97400093078613
normal,600,0.11200189590454102,112.00189590454102
normal,600,0.11205506324768066,112.05506324768066
normal,600,0.11200904846191406,112.00904846191406
normal,600,0.11292695999145508,112.92695999145508
normal,600,0.11199212074279785,111.99212074279785
normal,600,0.11102890968322754,111.02890968322754
normal,600,0.11200594902038574,112.00594902038574
normal,600,0.11198210716247559,111.98210716247559
normal,600,0.11204195022583008,112.04195022583008
normal,600,0.11194705963134766,111.94705963134766
normal,600,0.11201095581054688,112.01095581054688
normal,600,0.11198592185974121,111.98592185974121
normal,600,0.1129910945892334,112.9910945892334
normal,600,0.11201906204223633,112.01906204223633
normal,600,0.11098599433898926,110.98599433898926
normal,600,0.11202096939086914,112.02096939086914
normal,600,0.11198687553405762,111.98687553405762
normal,600,0.1119840145111084,111.9840145111084
normal,600,0.1119999885559082,111.9999885559082
normal,600,0.11202406883239746,112.02406883239746
normal,600,0.11199188232421875,111.99188232421875
normal,600,0.11298918724060059,112.98918724060059
normal,600,0.11204791069030762,112.04791069030762
normal,600,0.11094808578491211,110.94808578491211
normal,600,0.11199188232421875,111.99188232421875
normal,600,0.11198616027832031,111.98616027832031
normal,600,0.11202192306518555,112.02192306518555
normal,600,0.11199688911437988,111.99688911437988
normal,600,0.1119990348815918,111.9990348815918
normal,600,0.11199402809143066,111.99402809143066
normal,600,0.11299896240234375,112.99896240234375
normal,600,0.1119849681854248,111.9849681854248
normal,600,0.11100101470947266,111.00101470947266
normal,600,0.11201715469360352,112.01715469360352
normal,600,0.11200785636901855,112.00785636901855
normal,600,0.11197710037231445,111.97710037231445
normal,600,0.11205697059631348,112.05697059631348
normal,600,0.11194992065429688,111.94992065429688
normal,600,0.11200594902038574,112.00594902038574
normal,600,0.11301803588867188,113.01803588867188
normal,600,0.11198115348815918,111.98115348815918
normal,600,0.11100292205810547,111.00292205810547
normal,600,0.112030029296875,112.030029296875
normal,600,0.11194491386413574,111.94491386413574
normal,600,0.11201214790344238,112.01214790344238
normal,600,0.11200499534606934,112.00499534606934
normal,600,0.11199593544006348,111.99593544006348
normal,600,0.1119999885559082,111.9999885559082
normal,600,0.11303210258483887,113.03210258483887
normal,600,0.11200499534606934,112.00499534606934
normal,600,0.11095595359802246,110.95595359802246
normal,600,0.11198091506958008,111.98091506958008
normal,600,0.11200499534606934,112.00499534606934
normal,600,0.11204791069030762,112.04791069030762
normal,600,0.11199617385864258,111.99617385864258
normal,600,0.11194801330566406,111.94801330566406
normal,600,0.11199188232421875,111.99188232421875
normal,600,0.11307001113891602,113.07001113891602
normal,600,0.1120150089263916,112.0150089263916
normal,600,0.11097192764282227,110.97192764282227
normal,600,0.11202120780944824,112.02120780944824
normal,600,0.11194992065429688,111.94992065429688
normal,600,0.11198091506958008,111.98091506958008
normal,600,0.1120140552520752,112.0140552520752
normal,600,0.11198711395263672,111.98711395263672
normal,600,0.11203885078430176,112.03885078430176
normal,600,0.11297297477722168,112.97297477722168
normal,600,0.111968994140625,111.968994140625
normal,600,0.11099410057067871,110.99410057067871
normal,600,0.11202096939086914,112.02096939086914
normal,600,0.11200690269470215,112.00690269470215
normal,600,0.11198019981384277,111.98019981384277
normal,600,0.11199283599853516,111.99283599853516
normal,600,0.11205816268920898,112.05816268920898
normal,600,0.11194396018981934,111.94396018981934
normal,600,0.11306285858154297,113.06285858154297
normal,600,0.11192607879638672,111.92607879638672
normal,600,0.11103200912475586,111.03200912475586
normal,600,0.11197400093078613,111.97400093078613
normal,600,0.11205291748046875,112.05291748046875
normal,600,0.1119379997253418,111.9379997253418
normal,600,0.11199617385864258,111.99617385864258
normal,600,0.11203193664550781,112.03193664550781
normal,600,0.11198687553405762,111.98687553405762
normal,600,0.11298108100891113,112.98108100891113
normal,600,0.11102104187011719,111.02104187011719
normal,600,0.11202788352966309,112.02788352966309
normal,600,0.11195111274719238,111.95111274719238
normal,600,0.1120290756225586,112.0290756225586
normal,600,0.11203885078430176,112.03885078430176
normal,600,0.11197400093078613,111.97400093078613
normal,600,0.11196112632751465,111.96112632751465
normal,600,0.11198186874389648,111.98186874389648
normal,600,0.11301994323730469,113.01994323730469
normal,600,0.11098098754882812,110.98098754882812
normal,600,0.11200904846191406,112.00904846191406
normal,600,0.11204695701599121,112.04695701599121
normal,600,0.11195921897888184,111.95921897888184
normal,600,0.11197876930236816,111.97876930236816
normal,600,0.11201906204223633,112.01906204223633
normal,600,0.11203598976135254,112.03598976135254
normal,600,0.11198115348815918,111.98115348815918
normal,600,0.11297082901000977,112.97082901000977
normal,600,0.11100006103515625,111.00006103515625
normal,600,0.11200094223022461,112.00094223022461
normal,600,0.1120140552520752,112.0140552520752
normal,600,0.11199712753295898,111.99712753295898
normal,600,0.11195778846740723,111.95778846740723
normal,600,0.11206507682800293,112.06507682800293
normal,600,0.11195111274719238,111.95111274719238
normal,600,0.1130058765411377,113.0058765411377
normal,600,0.11205005645751953,112.05005645751953
normal,600,0.11094093322753906,110.94093322753906
normal,600,0.11199593544006348,111.99593544006348
normal,600,0.11200118064880371,112.00118064880371
normal,600,0.1120610237121582,112.0610237121582
normal,600,0.11194300651550293,111.94300651550293
normal,600,0.1119840145111084,111.9840145111084
normal,600,0.11207699775695801,112.07699775695801
normal,600,0.11293578147888184,112.93578147888184
normal,600,0.11200499534606934,112.00499534606934
normal,600,0.11103105545043945,111.03105545043945
normal,600,0.11195206642150879,111.95206642150879
normal,600,0.1120140552520752,112.0140552520752
normal,600,0.11200690269470215,112.00690269470215
normal,600,0.11205005645751953,112.05005645751953
normal,600,0.11193108558654785,111.93108558654785
normal,600,0.11198282241821289,111.98282241821289
normal,600,0.11300110816955566,113.00110816955566
normal,600,0.11200094223022461,112.00094223022461
normal,600,0.11100292205810547,111.00292205810547
normal,600,0.11198306083679199,111.98306083679199
normal,600,0.11206293106079102,112.06293106079102
normal,600,0.11194014549255371,111.94014549255371
normal,600,0.11202502250671387,112.02502250671387
normal,600,0.11198282241821289,111.98282241821289
normal,600,0.11199402809143066,111.99402809143066
normal,600,0.11302900314331055,113.02900314331055
normal,600,0.1119852066040039,111.9852066040039
normal,600,0.11097288131713867,110.97288131713867
normal,600,0.11201691627502441,112.01691627502441
normal,600,0.11202812194824219,112.02812194824219
normal,600,0.11197185516357422,111.97185516357422
normal,600,0.1119840145111084,111.9840145111084
normal,600,0.11202311515808105,112.02311515808105
normal,600,0.11202502250671387,112.02502250671387
normal,600,0.11294984817504883,112.94984817504883
normal,600,0.11200809478759766,112.00809478759766
normal,600,0.11099600791931152,110.99600791931152
normal,600,0.112091064453125,112.091064453125
normal,600,0.11191082000732422,111.91082000732422
normal,600,0.11200523376464844,112.00523376464844
normal,600,0.1119987964630127,111.9987964630127
normal,600,0.1120140552520752,112.0140552520752
normal,600,0.11198592185974121,111.98592185974121
normal,600,0.11300301551818848,113.00301551818848
normal,600,0.1119852066040039,111.9852066040039
normal,600,0.1110069751739502,111.0069751739502
normal,600,0.11205792427062988,112.05792427062988
normal,600,0.11191892623901367,111.91892623901367
normal,600,0.11200213432312012,112.00213432312012
normal,600,0.11200284957885742,112.00284957885742
normal,600,0.1119990348815918,111.9990348815918
normal,600,0.11200714111328125,112.00714111328125
normal,600,0.11300992965698242,113.00992965698242
normal,600,0.11199092864990234,111.99092864990234
normal,600,0.1109769344329834,110.9769344329834
normal,600,0.1120450496673584,112.0450496673584
normal,600,0.11195111274719238,111.95111274719238
normal,600,0.11200094223022461,112.00094223022461
normal,600,0.1119990348815918,111.9990348815918
normal,600,0.11202001571655273,112.02001571655273
normal,600,0.11199092864990234,111.99092864990234
normal,600,0.11299800872802734,112.99800872802734
normal,600,0.11199498176574707,111.99498176574707
normal,600,0.1110069751739502,111.0069751739502
normal,600,0.1120290756225586,112.0290756225586
normal,600,0.11199593544006348,111.99593544006348
normal,600,0.11198806762695312,111.98806762695312
normal,600,0.11196398735046387,111.96398735046387
normal,600,0.11202406883239746,112.02406883239746
normal,600,0.11196398735046387,111.96398735046387
normal,600,0.1130218505859375,113.0218505859375
normal,600,0.11199712753295898,111.99712753295898
normal,600,0.11099696159362793,110.99696159362793
normal,600,0.11200094223022461,112.00094223022461
normal,600,0.11201000213623047,112.01000213623047
normal,600,0.11198806762695312,111.98806762695312
normal,600,0.11199188232421875,111.99188232421875
normal,600,0.11202812194824219,112.02812194824219
normal,600,0.11201906204223633,112.01906204223633
normal,600,0.11298298835754395,112.98298835754395
normal,600,0.11195802688598633,111.95802688598633
normal,600,0.1110239028930664,111.0239028930664
normal,600,0.1119990348815918,111.9990348815918
normal,600,0.1119840145111084,111.9840145111084
normal,600,0.11200284957885742,112.00284957885742
normal,600,0.11200809478759766,112.00809478759766
normal,600,0.11198091506958008,111.98091506958008
normal,600,0.11201810836791992,112.01810836791992
normal,600,0.11302900314331055,113.02900314331055
normal,600,0.11194586753845215,111.94586753845215
normal,600,0.1110382080078125,111.0382080078125
normal,600,0.11196398735046387,111.96398735046387
normal,600,0.11200189590454102,112.00189590454102
normal,600,0.11200404167175293,112.00404167175293
normal,600,0.11203408241271973,112.03408241271973
normal,600,0.1120150089263916,112.0150089263916
normal,600,0.11193490028381348,111.93490028381348
normal,600,0.11301803588867188,113.01803588867188
normal,600,0.11102986335754395,111.02986335754395
normal,600,0.11197805404663086,111.97805404663086
normal,600,0.1119699478149414,111.9699478149414
normal,600,0.1120140552520752,112.0140552520752
normal,600,0.11201906204223633,112.01906204223633
normal,600,0.111968994140625,111.968994140625
normal,600,0.11202287673950195,112.02287673950195
normal,600,0.11197018623352051,111.97018623352051
normal,600,0.11300301551818848,113.00301551818848
normal,600,0.1110239028930664,111.0239028930664
normal,600,0.11197805404663086,111.97805404663086
normal,600,0.11198592185974121,111.98592185974121
normal,600,0.11200213432312012,112.00213432312012
normal,600,0.1119987964630127,111.9987964630127
normal,600,0.11199116706848145,111.99116706848145
normal,600,0.11200094223022461,112.00094223022461
normal,600,0.11203908920288086,112.03908920288086
normal,600,0.11298584938049316,112.98584938049316
normal,600,0.11096000671386719,110.96000671386719
normal,600,0.11203193664550781,112.03193664550781
normal,600,0.11199307441711426,111.99307441711426
normal,600,0.11199307441711426,111.99307441711426
normal,600,0.11202788352966309,112.02788352966309
normal,600,0.11196708679199219,111.96708679199219
normal,600,0.11201286315917969,112.01286315917969
normal,600,0.11303901672363281,113.03901672363281
normal,600,0.11194705963134766,111.94705963134766
normal,600,0.11102509498596191,111.02509498596191
normal,600,0.11197900772094727,111.97900772094727
normal,600,0.11203885078430176,112.03885078430176
normal,600,0.11195516586303711,111.95516586303711
normal,600,0.1119999885559082,111.9999885559082
normal,600,0.11200094223022461,112.00094223022461
normal,600,0.11197400093078613,111.97400093078613
normal,600,0.11307907104492188,113.07907104492188
normal,600,0.11194586753845215,111.94586753845215
normal,600,0.1110069751739502,111.0069751739502
normal,600,0.11198997497558594,111.98997497558594
normal,600,0.11198306083679199,111.98306083679199
normal,600,0.11202692985534668,112.02692985534668
normal,600,0.11198210716247559,111.98210716247559
normal,600,0.11201906204223633,112.01906204223633
normal,600,0.1119699478149414,111.9699478149414
normal,600,0.11300492286682129,113.00492286682129
normal,600,0.11201810836791992,112.01810836791992
normal,600,0.11099696159362793,110.99696159362793
normal,600,0.11202311515808105,112.02311515808105
normal,600,0.11196279525756836,111.96279525756836
normal,600,0.11198306083679199,111.98306083679199
normal,600,0.11198997497558594,111.98997497558594
normal,600,0.11201310157775879,112.01310157775879
normal,600,0.11199283599853516,111.99283599853516
normal,600,0.11303019523620605,113.03019523620605
normal,600,0.11202788352966309,112.02788352966309
normal,600,0.11093997955322266,110.93997955322266
normal,600,0.11204409599304199,112.04409599304199
normal,600,0.11196208000183105,111.96208000183105
normal,600,0.11201691627502441,112.01691627502441
normal,600,0.11203193664550781,112.03193664550781
normal,600,0.11194992065429688,111.94992065429688
normal,600,0.11197614669799805,111.97614669799805
normal,600,0.11306405067443848,113.06405067443848
normal,600,0.1119530200958252,111.9530200958252
normal,600,0.11099696159362793,110.99696159362793
normal,600,0.11219596862792969,112.19596862792969
normal,600,0.11179089546203613,111.79089546203613
normal,600,0.11201214790344238,112.01214790344238
normal,600,0.11199498176574707,111.99498176574707
normal,600,0.11200690269470215,112.00690269470215
normal,600,0.11200094223022461,112.00094223022461
normal,600,0.1130361557006836,113.0361557006836
normal,600,0.11198997497558594,111.98997497558594
normal,600,0.11097884178161621,110.97884178161621
normal,600,0.11197018623352051,111.97018623352051
normal,600,0.1119999885559082,111.9999885559082
normal,600,0.1119990348815918,111.9990348815918
normal,600,0.11200189590454102,112.00189590454102
normal,600,0.11203694343566895,112.03694343566895
normal,600,0.11197710037231445,111.97710037231445
normal,600,0.1130070686340332,113.0070686340332
normal,600,0.11200499534606934,112.00499534606934
normal,600,0.11103391647338867,111.03391647338867
normal,600,0.11193203926086426,111.93203926086426
normal,600,0.11199688911437988,111.99688911437988
normal,600,0.11199617385864258,111.99617385864258
normal,600,0.11200594902038574,112.00594902038574
normal,600,0.1119990348815918,111.9990348815918
normal,600,0.1120598316192627,112.0598316192627
normal,600,0.11298298835754395,112.98298835754395
normal,600,0.11195206642150879,111.95206642150879
normal,600,0.11104393005371094,111.04393005371094
normal,600,0.111968994140625,111.968994140625
normal,600,0.11197900772094727,111.97900772094727
normal,600,0.11200904846191406,112.00904846191406
normal,600,0.11200308799743652,112.00308799743652
normal,600,0.11200404167175293,112.00404167175293
normal,600,0.11200189590454102,112.00189590454102
normal,600,0.11299490928649902,112.99490928649902
normal,600,0.11199402809143066,111.99402809143066
normal,600,0.11097311973571777,110.97311973571777
normal,600,0.11205005645751953,112.05005645751953
normal,600,0.11200785636901855,112.00785636901855
normal,600,0.11194992065429688,111.94992065429688
normal,600,0.11202716827392578,112.02716827392578
normal,600,0.11208701133728027,112.08701133728027
normal,600,0.11187601089477539,111.87601089477539
normal,600,0.11300992965698242,113.00992965698242
normal,600,0.11200094223022461,112.00094223022461
normal,600,0.11103010177612305,111.03010177612305
normal,600,0.11197900772094727,111.97900772094727
normal,600,0.11200785636901855,112.00785636901855
normal,600,0.11198019981384277,111.98019981384277
normal,600,0.11199498176574707,111.99498176574707
normal,600,0.11200785636901855,112.00785636901855
normal,600,0.11201715469360352,112.01715469360352
normal,600,0.11304283142089844,113.04283142089844
normal,600,0.11192512512207031,111.92512512207031
normal,600,0.11099505424499512,110.99505424499512
normal,600,0.11202192306518555,112.02192306518555
normal,600,0.11199498176574707,111.99498176574707
normal,600,0.11203598976135254,112.03598976135254
normal,600,0.11196088790893555,111.96088790893555
normal,600,0.1119840145111084,111.9840145111084
normal,600,0.11200118064880371,112.00118064880371
normal,600,0.11300182342529297,113.00182342529297
normal,600,0.1110379695892334,111.0379695892334
normal,600,0.11197304725646973,111.97304725646973
normal,600,0.11203718185424805,112.03718185424805
normal,600,0.11202478408813477,112.02478408813477
normal,600,0.11192607879638672,111.92607879638672
normal,600,0.11199712753295898,111.99712753295898
normal,600,0.11198186874389648,111.98186874389648
normal,600,0.11200499534606934,112.00499534606934
normal,600,0.11299514770507812,112.99514770507812
normal,600,0.11101078987121582,111.01078987121582
normal,600,0.11199402809143066,111.99402809143066
normal,600,0.1119990348815918,111.9990348815918
normal,600,0.11202406883239746,112.02406883239746
normal,600,0.11195802688598633,111.95802688598633
normal,600,0.11204004287719727,112.04004287719727
normal,600,0.11200594902038574,112.00594902038574
normal,600,0.11199784278869629,111.99784278869629
normal,600,0.11298108100891113,112.98108100891113
normal,600,0.11098194122314453,110.98194122314453
normal,600,0.11201596260070801,112.01596260070801
normal,600,0.11198711395263672,111.98711395263672
normal,600,0.11201810836791992,112.01810836791992
normal,600,0.11198091506958008,111.98091506958008
normal,600,0.11207890510559082,112.07890510559082
normal,600,0.11191010475158691,111.91010475158691
normal,600,0.11301398277282715,113.01398277282715
normal,600,0.11198306083679199,111.98306083679199
normal,600,0.11100101470947266,111.00101470947266
normal,600,0.11200094223022461,112.00094223022461
normal,600,0.11200499534606934,112.00499534606934
normal,600,0.1119849681854248,111.9849681854248
normal,600,0.11200690269470215,112.00690269470215
normal,600,0.11199712753295898,111.99712753295898
normal,600,0.11200094223022461,112.00094223022461
normal,600,0.11299610137939453,112.99610137939453
normal,600,0.11210799217224121,112.10799217224121
normal,600,0.11092400550842285,110.92400550842285
normal,600,0.11197495460510254,111.97495460510254
normal,600,0.11200189590454102,112.00189590454102
normal,600,0.11199808120727539,111.99808120727539
normal,600,0.11201691627502441,112.01691627502441
normal,600,0.11196613311767578,111.96613311767578
normal,600,0.1120140552520752,112.0140552520752
normal,600,0.11307287216186523,113.07287216186523
normal,600,0.11190509796142578,111.90509796142578
normal,600,0.11100602149963379,111.00602149963379
normal,600,0.11199688911437988,111.99688911437988
normal,600,0.11206698417663574,112.06698417663574
normal,600,0.11193394660949707,111.93394660949707
normal,600,0.11202311515808105,112.02311515808105
normal,600,0.11197805404663086,111.97805404663086
normal,600,0.11200284957885742,112.00284957885742
normal,600,0.11297607421875,112.97607421875
normal,600,0.11202001571655273,112.02001571655273
normal,600,0.11103987693786621,111.03987693786621
normal,600,0.11194705963134766,111.94705963134766
normal,600,0.11200308799743652,112.00308799743652
normal,600,0.1119990348815918,111.9990348815918
normal,600,0.11200690269470215,112.00690269470215
normal,600,0.11200094223022461,112.00094223022461
normal,600,0.1119840145111084,111.9840145111084
normal,600,0.11302804946899414,113.02804946899414
normal,600,0.11199808120727539,111.99808120727539
normal,600,0.11097502708435059,110.97502708435059
normal,600,0.11206293106079102,112.06293106079102
normal,600,0.1119239330291748,111.9239330291748
normal,600,0.11218500137329102,112.18500137329102
normal,600,0.11182308197021484,111.82308197021484
normal,600,0.11200904846191406,112.00904846191406
normal,600,0.11198687553405762,111.98687553405762
normal,600,0.11299395561218262,112.99395561218262
normal,600,0.1119999885559082,111.9999885559082
normal,600,0.11100006103515625,111.00006103515625
normal,600,0.11199808120727539,111.99808120727539
normal,600,0.11202001571655273,112.02001571655273
normal,600,0.11200785636901855,112.00785636901855
normal,600,0.11199402809143066,111.99402809143066
normal,600,0.1119840145111084,111.9840145111084
normal,600,0.11201310157775879,112.01310157775879
normal,600,0.11297893524169922,112.97893524169922
normal,600,0.11200308799743652,112.00308799743652
normal,600,0.11104202270507812,111.04202270507812
normal,600,0.11195898056030273,111.95898056030273
normal,600,0.11202096939086914,112.02096939086914
normal,600,0.11197400093078613,111.97400093078613
normal,600,0.1119990348815918,111.9990348815918
normal,600,0.11200380325317383,112.00380325317383
normal,600,0.11200618743896484,112.00618743896484
normal,600,0.1129908561706543,112.9908561706543
normal,600,0.1119840145111084,111.9840145111084
normal,600,0.1109919548034668,110.9919548034668
normal,600,0.11199712753295898,111.99712753295898
normal,600,0.11200404167175293,112.00404167175293
normal,600,0.11199188232421875,111.99188232421875
normal,600,0.11200714111328125,112.00714111328125
normal,600,0.11199688911437988,111.99688911437988
normal,600,0.11205601692199707,112.05601692199707
normal,600,0.11300396919250488,113.00396919250488
normal,600,0.11195707321166992,111.95707321166992
normal,600,0.1110079288482666,111.0079288482666
normal,600,0.11197590827941895,111.97590827941895
normal,600,0.11202311515808105,112.02311515808105
normal,600,0.11203289031982422,112.03289031982422
normal,600,0.11197209358215332,111.97209358215332
normal,600,0.11197304725646973,111.97304725646973
normal,600,0.11200284957885742,112.00284957885742
normal,600,0.11298799514770508,112.98799514770508
normal,600,0.11200308799743652,112.00308799743652
normal,600,0.11101412773132324,111.01412773132324
normal,600,0.11197996139526367,111.97996139526367
normal,600,0.11200499534606934,112.00499534606934
normal,600,0.11199688911437988,111.99688911437988
normal,600,0.1119990348815918,111.9990348815918
normal,600,0.11199092864990234,111.99092864990234
normal,600,0.11200404167175293,112.00404167175293
normal,600,0.11299300193786621,112.99300193786621
normal,600,0.11199712753295898,111.99712753295898
normal,600,0.11100983619689941,111.00983619689941
normal,600,0.11198806762695312,111.98806762695312
normal,600,0.11200499534606934,112.00499534606934
normal,600,0.11199593544006348,111.99593544006348
normal,600,0.11199808120727539,111.99808120727539
normal,600,0.11201810836791992,112.01810836791992
normal,600,0.11200499534606934,112.00499534606934
normal,600,0.11297178268432617,112.97178268432617
normal,600,0.11103010177612305,111.03010177612305
normal,600,0.11196589469909668,111.96589469909668
normal,601,0.11200499534606934,112.00499534606934
