can_id,mean_period_s
600,0.11199885174303024
601,0.11199884986275754
602,0.11199884835853938
603,0.20799792337277767
604,0.2079979205760788
606,0.5119952550832776
607,0.04212061653634678
60D,3.3759560585021973
