can_id,normal,spoofing_handbrake,spoofing_reverse
600,0.11199874569564963,0.11200137715430776,0.11199885174303024
601,0.11199873516612248,0.11200137442084634,0.11199884986275754
602,0.11199873366190433,0.11200137563571809,0.11199884835853938
603,0.20799773879065192,0.20800274412778882,0.20799792337277767
604,0.20799773319725418,0.04384472725036499,0.2079979205760788
605,,,
606,0.5119964333548062,0.5120006421033074,0.5119952550832776
607,0.20799772970138058,0.20800270853449382,0.04212061653634678
608,,,
