can_id,mean_period_s
600,0.11199874569564963
601,0.11199873516612248
602,0.11199873366190433
603,0.20799773879065192
604,0.20799773319725418
606,0.5119964333548062
607,0.20799772970138058
60D,2.8376822812216624
