can_id,normal_count,attack_count,count_delta,normal_rate_msg_s,attack_rate_msg_s,rate_delta_msg_s,normal_mean_period_s,attack_mean_period_s,mean_period_delta_s
0x604,365,3002,2637,4.820553260381067,49.21772176405847,44.3971685036774,0.2080149722623301,0.020324655152765443,-0.18769031710956466
0x606,148,120,-28,1.966293188779147,1.9720546399619638,0.00576145118281679,0.512030823701093,0.5113465625698826,-0.0006842611312103397
0x710,1186,962,-224,15.64036325449665,15.68990200706695,0.049538752570299494,0.06399108930982116,0.06380158284452282,-0.0001895064652983336
0x711,365,294,-71,4.820551727310177,4.820127914595361,-0.00042381271481595206,0.20801503841693586,0.20817144006592422,0.0001564016489883635
0x712,1186,962,-224,15.64036527069377,15.689887425540732,0.04952215484696154,0.06399108106073952,0.06380164213904978,-0.00018943892168973853
0x713,339,287,-52,4.477171849522818,4.7053568762864515,0.22818502676363384,0.22401610069726346,0.21326682117435483,-0.010749279522908634
0x714,365,294,-71,4.82055254697172,4.820125144932055,-0.00042740203966484813,0.20801500304714665,0.2081715596820714,0.0001565566349247538
